datetime,open,high,low,close,volume,oi
2024-12-05 09:15:00+05:30,991.0,995.2,980.1,980.95,238642,0
2024-12-05 10:15:00+05:30,980.5,984.0,977.0,981.0,144150,0
2024-12-05 11:15:00+05:30,981.0,993.6,977.85,992.6,251654,0
2024-12-05 12:15:00+05:30,992.15,996.5,990.7,996.5,185591,0
2024-12-05 13:15:00+05:30,996.5,1005.5,994.25,1003.8,322144,0
2024-12-05 14:15:00+05:30,1003.75,1009.95,990.9,1000.65,904906,0
2024-12-05 15:15:00+05:30,1000.65,1002.9,997.0,998.0,168380,0
2024-12-06 09:15:00+05:30,999.9,1007.0,994.65,998.15,259300,0
2024-12-06 10:15:00+05:30,998.15,1003.95,997.3,1000.15,139490,0
2024-12-06 11:15:00+05:30,1000.2,1001.55,998.25,999.45,58928,0
2024-12-06 12:15:00+05:30,999.45,1007.0,997.2,1006.15,178330,0
2024-12-06 13:15:00+05:30,1006.15,1008.0,1001.25,1002.5,226946,0
2024-12-06 14:15:00+05:30,1002.5,1006.6,1000.0,1005.95,257414,0
2024-12-06 15:15:00+05:30,1005.95,1006.4,1002.0,1003.6,95682,0
2024-12-09 09:15:00+05:30,1005.5,1011.9,997.5,999.35,192639,0
2024-12-09 10:15:00+05:30,999.05,1001.85,998.0,998.5,100842,0
2024-12-09 11:15:00+05:30,998.5,999.75,993.8,998.2,86534,0
2024-12-09 12:15:00+05:30,998.2,1008.4,994.2,1008.2,190673,0
2024-12-09 13:15:00+05:30,1008.45,1012.9,1005.25,1007.5,314545,0
2024-12-09 14:15:00+05:30,1007.5,1015.5,1006.15,1010.65,427634,0
2024-12-09 15:15:00+05:30,1010.55,1013.25,1010.5,1012.25,136758,0
2024-12-10 09:15:00+05:30,1021.0,1023.5,1011.9,1019.65,753881,0
2024-12-10 10:15:00+05:30,1019.65,1022.5,1015.55,1017.7,211109,0
2024-12-10 11:15:00+05:30,1017.9,1018.65,1010.35,1011.8,162513,0
2024-12-10 12:15:00+05:30,1011.75,1012.0,1008.55,1009.5,364757,0
2024-12-10 13:15:00+05:30,1009.5,1011.5,1006.65,1010.15,140173,0
2024-12-10 14:15:00+05:30,1010.15,1015.0,1010.1,1013.05,389643,0
2024-12-10 15:15:00+05:30,1013.05,1014.4,1011.0,1013.1,191738,0
2024-12-11 09:15:00+05:30,1015.9,1020.5,1008.35,1016.75,280115,0
2024-12-11 10:15:00+05:30,1016.75,1019.25,1008.0,1011.0,145248,0
2024-12-11 11:15:00+05:30,1011.0,1015.95,1010.05,1014.25,90218,0
2024-12-11 12:15:00+05:30,1014.25,1014.9,1006.75,1008.45,268579,0
2024-12-11 13:15:00+05:30,1008.45,1009.6,1004.05,1004.9,144824,0
2024-12-11 14:15:00+05:30,1004.9,1005.9,1000.0,1000.85,193380,0
2024-12-11 15:15:00+05:30,1000.85,1001.85,997.1,998.0,121367,0
2024-12-12 09:15:00+05:30,1005.0,1008.45,991.0,994.2,243367,0
2024-12-12 10:15:00+05:30,993.8,1001.9,991.4,1000.25,177641,0
2024-12-12 11:15:00+05:30,1000.25,1000.25,995.0,996.3,105688,0
2024-12-12 12:15:00+05:30,996.15,1012.95,995.65,1007.95,336129,0
2024-12-12 13:15:00+05:30,1008.2,1012.85,1003.5,1006.4,210519,0
2024-12-12 14:15:00+05:30,1006.4,1008.45,1002.45,1006.95,248258,0
2024-12-12 15:15:00+05:30,1006.4,1006.75,1002.4,1002.4,185323,0
2024-12-13 09:15:00+05:30,995.0,1000.0,975.35,983.4,615038,0
2024-12-13 10:15:00+05:30,983.45,983.45,973.05,975.8,285551,0
2024-12-13 11:15:00+05:30,975.85,990.0,974.65,988.15,408393,0
2024-12-13 12:15:00+05:30,988.15,995.3,984.45,992.65,222516,0
2024-12-13 13:15:00+05:30,992.65,1000.0,990.3,997.45,258656,0
2024-12-13 14:15:00+05:30,997.45,1003.5,994.15,1001.25,341500,0
2024-12-13 15:15:00+05:30,1001.1,1002.85,995.85,997.15,305145,0
2024-12-16 09:15:00+05:30,1004.0,1006.3,984.0,987.9,443062,0
2024-12-16 10:15:00+05:30,987.9,989.8,986.2,986.3,110670,0
2024-12-16 11:15:00+05:30,986.7,989.0,985.45,986.85,97923,0
2024-12-16 12:15:00+05:30,986.85,989.5,984.0,988.25,125966,0
2024-12-16 13:15:00+05:30,988.25,990.2,987.5,988.0,110820,0
2024-12-16 14:15:00+05:30,988.0,989.95,986.55,989.75,172344,0
2024-12-16 15:15:00+05:30,989.95,993.0,989.8,990.8,149712,0
2024-12-17 09:15:00+05:30,990.35,990.8,979.2,980.9,180178,0
2024-12-17 10:15:00+05:30,980.9,983.4,975.2,978.1,304587,0
2024-12-17 11:15:00+05:30,978.1,983.75,977.65,977.95,258389,0
2024-12-17 12:15:00+05:30,977.95,980.6,972.55,972.8,161302,0
2024-12-17 13:15:00+05:30,973.2,973.2,966.35,968.35,250905,0
2024-12-17 14:15:00+05:30,968.35,970.3,966.5,968.0,284927,0
2024-12-17 15:15:00+05:30,967.95,968.5,961.0,961.0,228792,0
2024-12-18 09:15:00+05:30,967.05,969.5,955.9,956.1,238998,0
2024-12-18 10:15:00+05:30,956.05,962.1,955.2,958.3,164196,0
2024-12-18 11:15:00+05:30,958.35,958.55,943.4,947.25,388374,0
2024-12-18 12:15:00+05:30,947.1,954.4,943.0,953.0,327224,0
2024-12-18 13:15:00+05:30,953.0,953.3,945.0,947.45,149528,0
2024-12-18 14:15:00+05:30,947.45,950.0,941.55,948.75,215001,0
2024-12-18 15:15:00+05:30,948.75,949.75,946.15,949.75,125674,0
2024-12-19 09:15:00+05:30,934.05,942.7,927.35,928.35,432401,0
2024-12-19 10:15:00+05:30,928.4,932.5,925.1,925.7,280469,0
2024-12-19 11:15:00+05:30,926.25,932.0,924.1,930.9,318258,0
2024-12-19 12:15:00+05:30,930.9,930.9,925.0,925.6,200909,0
2024-12-19 13:15:00+05:30,925.6,926.5,922.4,923.0,197587,0
2024-12-19 14:15:00+05:30,923.0,927.6,921.6,924.8,342117,0
2024-12-19 15:15:00+05:30,924.8,927.3,924.0,925.0,142063,0
2024-12-20 09:15:00+05:30,926.0,927.9,912.05,917.55,578072,0
2024-12-20 10:15:00+05:30,917.4,941.7,916.15,934.1,765486,0
2024-12-20 11:15:00+05:30,934.55,938.0,932.2,936.25,276808,0
2024-12-20 12:15:00+05:30,936.25,936.25,921.1,924.35,503415,0
2024-12-20 13:15:00+05:30,924.3,929.3,922.4,927.4,279663,0
2024-12-20 14:15:00+05:30,927.4,930.4,912.35,913.6,14425838,0
2024-12-20 15:15:00+05:30,913.7,934.95,912.8,931.45,12057852,0
2024-12-23 09:15:00+05:30,936.0,947.95,929.6,937.7,1222241,0
2024-12-23 10:15:00+05:30,937.8,949.85,933.9,946.8,764734,0
2024-12-23 11:15:00+05:30,946.8,950.95,942.9,943.7,515218,0
2024-12-23 12:15:00+05:30,943.7,944.95,936.15,936.45,299668,0
2024-12-23 13:15:00+05:30,936.45,937.8,921.6,932.75,525062,0
2024-12-23 14:15:00+05:30,933.0,942.0,932.0,938.2,432159,0
2024-12-23 15:15:00+05:30,938.15,939.0,934.3,939.0,202646,0
2024-12-24 09:15:00+05:30,937.05,937.95,925.05,932.05,331198,0
2024-12-24 10:15:00+05:30,932.05,935.9,926.1,926.75,287985,0
2024-12-24 11:15:00+05:30,926.75,929.5,926.0,926.3,97240,0
2024-12-24 12:15:00+05:30,926.0,929.8,923.6,928.45,244640,0
2024-12-24 13:15:00+05:30,928.9,931.4,924.05,924.75,219396,0
2024-12-24 14:15:00+05:30,924.9,925.05,918.45,920.9,614971,0
2024-12-24 15:15:00+05:30,920.9,924.0,920.8,923.8,247756,0
2024-12-26 09:15:00+05:30,921.85,929.4,921.05,925.6,419057,0
2024-12-26 10:15:00+05:30,925.55,926.1,920.65,922.3,196941,0
2024-12-26 11:15:00+05:30,922.3,922.3,918.6,919.75,161030,0
2024-12-26 12:15:00+05:30,919.95,920.1,916.1,918.2,228127,0
2024-12-26 13:15:00+05:30,918.2,920.7,914.35,914.65,354920,0
2024-12-26 14:15:00+05:30,914.65,915.95,913.8,914.0,432417,0
2024-12-26 15:15:00+05:30,914.0,915.2,913.1,914.5,254209,0
2024-12-27 09:15:00+05:30,914.65,924.0,914.0,923.95,397119,0
2024-12-27 10:15:00+05:30,923.8,926.5,920.55,921.2,242919,0
2024-12-27 11:15:00+05:30,921.3,922.9,917.95,918.75,147069,0
2024-12-27 12:15:00+05:30,918.5,918.5,914.05,916.1,183682,0
2024-12-27 13:15:00+05:30,916.1,916.45,911.65,913.65,284837,0
2024-12-27 14:15:00+05:30,913.65,915.95,911.25,913.65,432082,0
2024-12-27 15:15:00+05:30,913.65,915.1,912.85,913.15,224084,0
2024-12-30 09:15:00+05:30,913.3,916.7,904.0,908.5,476957,0
2024-12-30 10:15:00+05:30,908.5,912.35,906.15,907.6,218091,0
2024-12-30 11:15:00+05:30,907.55,913.3,907.55,909.25,205303,0
2024-12-30 12:15:00+05:30,909.25,909.3,905.15,905.55,184688,0
2024-12-30 13:15:00+05:30,905.7,906.2,900.1,900.75,232135,0
2024-12-30 14:15:00+05:30,900.55,904.95,895.6,895.7,351275,0
2024-12-30 15:15:00+05:30,895.85,902.2,895.6,901.9,286979,0
2024-12-31 09:15:00+05:30,898.05,904.3,896.6,899.35,219769,0
2024-12-31 10:15:00+05:30,899.5,903.6,899.3,903.1,104325,0
2024-12-31 11:15:00+05:30,903.1,903.85,900.1,902.6,113061,0
2024-12-31 12:15:00+05:30,902.6,904.05,900.05,901.0,117243,0
2024-12-31 13:15:00+05:30,901.0,906.4,900.55,905.65,132677,0
2024-12-31 14:15:00+05:30,905.45,905.55,899.55,902.7,240359,0
2024-12-31 15:15:00+05:30,902.7,902.9,900.1,901.15,98577,0
2025-01-01 09:15:00+05:30,901.15,903.75,890.7,897.75,314464,0
2025-01-01 10:15:00+05:30,897.45,908.5,896.4,906.25,237067,0
2025-01-01 11:15:00+05:30,906.35,908.9,902.05,903.6,99740,0
2025-01-01 12:15:00+05:30,903.6,908.0,903.2,905.15,79045,0
2025-01-01 13:15:00+05:30,905.15,910.0,903.2,907.0,87833,0
2025-01-01 14:15:00+05:30,907.2,907.8,904.2,905.2,132189,0
2025-01-01 15:15:00+05:30,905.2,906.85,903.85,906.85,68420,0
2025-01-02 09:15:00+05:30,909.5,910.1,901.5,902.2,178752,0
2025-01-02 10:15:00+05:30,902.6,906.55,901.45,906.0,140015,0
2025-01-02 11:15:00+05:30,906.0,906.4,903.2,905.05,111648,0
2025-01-02 12:15:00+05:30,905.05,912.0,904.65,911.75,449106,0
2025-01-02 13:15:00+05:30,911.8,915.7,911.15,914.25,392413,0
2025-01-02 14:15:00+05:30,914.25,915.25,911.55,911.6,247200,0
2025-01-02 15:15:00+05:30,911.55,912.5,910.05,911.5,108486,0
2025-01-03 09:15:00+05:30,914.0,921.85,908.5,919.55,1158936,0
2025-01-03 10:15:00+05:30,919.4,921.45,917.0,918.5,168394,0
2025-01-03 11:15:00+05:30,918.45,924.7,918.35,921.1,657917,0
2025-01-03 12:15:00+05:30,921.1,922.05,917.7,918.95,170649,0
2025-01-03 13:15:00+05:30,918.95,921.3,916.05,917.2,165498,0
2025-01-03 14:15:00+05:30,917.15,918.95,914.55,915.7,258955,0
2025-01-03 15:15:00+05:30,915.4,916.0,912.25,913.0,107048,0
2025-01-06 09:15:00+05:30,915.05,919.85,905.75,908.2,145346,0
2025-01-06 10:15:00+05:30,908.25,912.0,902.2,903.4,173710,0
2025-01-06 11:15:00+05:30,903.4,909.0,900.05,905.4,314839,0
2025-01-06 12:15:00+05:30,905.4,909.1,904.2,905.85,102078,0
2025-01-06 13:15:00+05:30,905.55,906.0,900.2,903.5,115378,0
2025-01-06 14:15:00+05:30,903.5,905.9,898.4,899.95,173276,0
2025-01-06 15:15:00+05:30,899.95,902.25,897.9,902.25,78120,0
2025-01-07 09:15:00+05:30,901.55,912.0,899.2,908.8,169815,0
2025-01-07 10:15:00+05:30,908.95,910.9,906.15,907.3,49145,0
