datetime,open,high,low,close,volume,oi
2024-12-05 09:15:00+05:30,1316.25,1319.85,1311.55,1313.95,1882832,0
2024-12-05 10:15:00+05:30,1314.15,1316.9,1308.6,1310.8,860935,0
2024-12-05 11:15:00+05:30,1310.45,1324.4,1308.65,1323.75,1747242,0
2024-12-05 12:15:00+05:30,1323.05,1328.85,1322.65,1327.75,1940105,0
2024-12-05 13:15:00+05:30,1327.45,1333.0,1323.45,1332.5,1758439,0
2024-12-05 14:15:00+05:30,1332.6,1342.9,1324.05,1338.7,8701851,0
2024-12-05 15:15:00+05:30,1338.6,1339.15,1336.0,1336.55,2006587,0
2024-12-06 09:15:00+05:30,1342.5,1347.1,1329.3,1335.35,1276832,0
2024-12-06 10:15:00+05:30,1335.35,1346.0,1332.15,1337.3,1747443,0
2024-12-06 11:15:00+05:30,1337.3,1339.0,1334.25,1335.4,918721,0
2024-12-06 12:15:00+05:30,1335.5,1336.1,1331.65,1332.5,766919,0
2024-12-06 13:15:00+05:30,1332.6,1333.15,1329.65,1331.05,1460234,0
2024-12-06 14:15:00+05:30,1330.8,1332.5,1326.7,1328.5,1921144,0
2024-12-06 15:15:00+05:30,1328.55,1330.6,1328.1,1329.0,747300,0
2024-12-09 09:15:00+05:30,1322.1,1326.9,1320.25,1322.3,1309312,0
2024-12-09 10:15:00+05:30,1322.35,1324.65,1320.7,1323.5,977306,0
2024-12-09 11:15:00+05:30,1323.5,1329.05,1323.05,1325.7,874203,0
2024-12-09 12:15:00+05:30,1325.7,1327.55,1322.6,1323.9,1202589,0
2024-12-09 13:15:00+05:30,1323.9,1325.2,1322.8,1323.8,722441,0
2024-12-09 14:15:00+05:30,1323.8,1325.65,1321.0,1321.65,1875806,0
2024-12-09 15:15:00+05:30,1321.65,1324.15,1321.65,1323.5,880766,0
2024-12-10 09:15:00+05:30,1319.0,1327.6,1315.25,1327.5,1053241,0
2024-12-10 10:15:00+05:30,1327.55,1329.9,1325.75,1327.85,693967,0
2024-12-10 11:15:00+05:30,1327.85,1332.0,1327.45,1329.95,620501,0
2024-12-10 12:15:00+05:30,1329.95,1330.0,1324.35,1328.5,1180211,0
2024-12-10 13:15:00+05:30,1328.5,1328.5,1324.35,1327.85,754488,0
2024-12-10 14:15:00+05:30,1327.9,1331.85,1326.05,1329.65,2413047,0
2024-12-10 15:15:00+05:30,1329.65,1332.0,1328.85,1331.35,1196095,0
2024-12-11 09:15:00+05:30,1324.7,1327.8,1318.1,1319.5,1143839,0
2024-12-11 10:15:00+05:30,1319.5,1327.2,1316.0,1324.65,1115217,0
2024-12-11 11:15:00+05:30,1324.65,1329.4,1323.5,1326.7,900067,0
2024-12-11 12:15:00+05:30,1326.95,1328.65,1324.35,1326.05,889061,0
2024-12-11 13:15:00+05:30,1326.0,1330.4,1326.0,1330.05,591861,0
2024-12-11 14:15:00+05:30,1330.0,1330.95,1322.55,1329.1,2031019,0
2024-12-11 15:15:00+05:30,1329.2,1331.25,1326.45,1328.0,1109064,0
2024-12-12 09:15:00+05:30,1321.55,1338.0,1321.55,1336.05,1701412,0
2024-12-12 10:15:00+05:30,1336.1,1338.75,1332.7,1333.6,814249,0
2024-12-12 11:15:00+05:30,1333.6,1335.95,1326.05,1327.05,1025152,0
2024-12-12 12:15:00+05:30,1327.05,1330.8,1325.35,1329.3,1088782,0
2024-12-12 13:15:00+05:30,1329.6,1332.0,1327.2,1327.9,867218,0
2024-12-12 14:15:00+05:30,1328.2,1332.0,1327.75,1329.2,2091332,0
2024-12-12 15:15:00+05:30,1329.1,1330.95,1328.8,1330.6,1349674,0
2024-12-13 09:15:00+05:30,1325.35,1335.15,1318.0,1320.7,1771699,0
2024-12-13 10:15:00+05:30,1320.7,1322.9,1313.5,1319.2,1185450,0
2024-12-13 11:15:00+05:30,1319.05,1340.35,1318.0,1336.65,1926672,0
2024-12-13 12:15:00+05:30,1336.65,1343.0,1334.2,1340.5,1876140,0
2024-12-13 13:15:00+05:30,1340.8,1342.3,1333.8,1339.3,2252735,0
2024-12-13 14:15:00+05:30,1339.3,1346.3,1338.5,1345.55,3013161,0
2024-12-13 15:15:00+05:30,1345.75,1347.15,1344.3,1345.45,1045278,0
2024-12-16 09:15:00+05:30,1344.9,1350.45,1340.55,1346.65,1774788,0
2024-12-16 10:15:00+05:30,1346.5,1348.15,1342.0,1342.35,1324953,0
2024-12-16 11:15:00+05:30,1342.35,1345.65,1340.05,1341.15,1242310,0
2024-12-16 12:15:00+05:30,1341.15,1348.45,1340.6,1348.1,919377,0
2024-12-16 13:15:00+05:30,1348.1,1349.0,1344.9,1347.7,1024695,0
