datetime,open,high,low,close,volume,oi
2020-07-14 00:00:00+05:30,170.15,173.2,166.65,167.4,9482688,0
2020-07-15 00:00:00+05:30,169.35,171.55,164.75,165.45,9807872,0
2020-07-16 00:00:00+05:30,167.0,178.1,161.05,176.95,26616036,0
2020-07-17 00:00:00+05:30,182.0,202.4,176.1,200.65,107684648,0
2020-07-20 00:00:00+05:30,199.35,202.65,196.5,197.6,28746148,0
2020-07-21 00:00:00+05:30,197.45,218.3,196.65,210.3,98290946,0
2020-07-22 00:00:00+05:30,210.6,210.7,202.55,203.9,25364752,0
2020-07-23 00:00:00+05:30,201.7,216.6,200.3,207.2,72916004,0
2020-07-24 00:00:00+05:30,204.55,210.05,201.35,202.85,22295164,0
2020-07-27 00:00:00+05:30,205.5,211.5,200.75,207.25,40099818,0
2020-07-28 00:00:00+05:30,208.85,214.85,206.95,209.05,30188614,0
2020-07-29 00:00:00+05:30,210.25,211.95,202.1,205.45,20080072,0
2020-07-30 00:00:00+05:30,196.85,198.8,187.55,188.9,49057710,0
2020-07-31 00:00:00+05:30,189.9,193.2,185.05,186.4,22379810,0
2020-08-03 00:00:00+05:30,186.5,193.3,183.8,188.35,28467376,0
2020-08-04 00:00:00+05:30,188.45,190.8,175.6,183.95,51231810,0
2020-08-05 00:00:00+05:30,184.55,187.0,182.3,184.8,22069614,0
2020-08-06 00:00:00+05:30,185.6,191.05,182.8,184.4,25134620,0
2020-08-07 00:00:00+05:30,185.8,190.05,185.1,189.25,18238292,0
2020-08-10 00:00:00+05:30,189.85,191.45,186.25,187.1,16506042,0
2020-08-11 00:00:00+05:30,187.95,195.55,187.3,193.7,25534594,0
2020-08-12 00:00:00+05:30,194.1,196.05,189.55,190.25,18101040,0
2020-08-13 00:00:00+05:30,189.35,192.3,187.7,189.95,11681734,0
2020-08-14 00:00:00+05:30,192.2,192.2,183.95,186.15,28445478,0
2020-08-17 00:00:00+05:30,188.8,188.8,181.35,183.65,22849734,0
2020-08-18 00:00:00+05:30,184.6,185.3,180.35,181.0,27095030,0
2020-08-19 00:00:00+05:30,182.2,185.1,178.75,181.6,33242868,0
2020-08-20 00:00:00+05:30,181.6,189.25,179.9,185.8,36900182,0
2020-08-21 00:00:00+05:30,188.85,188.85,183.8,184.65,17128134,0
2020-08-24 00:00:00+05:30,186.25,187.6,183.95,184.5,13086154,0
2020-08-25 00:00:00+05:30,184.6,189.1,183.85,186.0,25018912,0
2020-08-26 00:00:00+05:30,186.5,187.35,184.15,184.65,10814532,0
2020-08-27 00:00:00+05:30,185.4,188.65,184.35,186.05,15646796,0
2020-08-28 00:00:00+05:30,186.75,190.35,186.25,187.0,17488682,0
2020-08-31 00:00:00+05:30,188.2,192.4,181.4,183.6,37997924,0
2020-09-01 00:00:00+05:30,183.7,185.5,180.1,183.3,12040414,0
2020-09-02 00:00:00+05:30,184.05,187.25,182.9,186.5,10307630,0
2020-09-03 00:00:00+05:30,187.45,188.7,184.75,186.25,8794744,0
2020-09-04 00:00:00+05:30,184.15,185.1,180.15,181.45,9733000,0
2020-09-07 00:00:00+05:30,185.1,185.1,178.1,179.95,16617690,0
2020-09-08 00:00:00+05:30,180.1,189.35,179.65,185.65,37282924,0
2020-09-09 00:00:00+05:30,182.75,184.35,179.4,182.75,13471172,0
2020-09-10 00:00:00+05:30,183.9,195.8,182.5,194.25,50835164,0
2020-09-11 00:00:00+05:30,194.6,196.95,190.5,193.5,25168862,0
2020-09-14 00:00:00+05:30,192.15,193.85,186.6,188.05,12050862,0
2020-09-15 00:00:00+05:30,188.2,191.95,185.8,186.7,16668042,0
2020-09-16 00:00:00+05:30,187.0,189.6,185.3,186.05,10001996,0
2020-09-17 00:00:00+05:30,186.05,188.85,185.4,187.3,13709668,0
2020-09-18 00:00:00+05:30,189.35,190.75,184.4,185.6,19111038,0
2020-09-21 00:00:00+05:30,186.25,187.3,179.4,180.55,11706576,0
2020-09-22 00:00:00+05:30,181.3,181.65,171.45,176.2,15913180,0
2020-09-23 00:00:00+05:30,178.4,178.55,170.95,174.0,11588706,0
2020-09-24 00:00:00+05:30,169.5,173.35,168.2,169.05,9255312,0
2020-09-25 00:00:00+05:30,169.9,171.1,163.4,168.4,26544602,0
2020-09-28 00:00:00+05:30,169.0,175.4,168.35,172.85,14260844,0
2020-09-29 00:00:00+05:30,177.0,177.0,169.5,173.55,17534932,0
2020-09-30 00:00:00+05:30,173.95,177.25,155.55,157.55,87193330,0
2020-10-01 00:00:00+05:30,159.9,161.65,155.0,157.7,32425130,0
2020-10-05 00:00:00+05:30,157.7,160.1,156.65,158.15,13178032,0
2020-10-06 00:00:00+05:30,159.35,161.1,156.25,157.1,13773836,0
2020-10-07 00:00:00+05:30,157.55,157.9,151.9,152.45,20552046,0
2020-10-08 00:00:00+05:30,153.7,153.75,150.25,151.4,19179294,0
2020-10-09 00:00:00+05:30,151.65,156.25,151.2,153.75,26861570,0
2020-10-12 00:00:00+05:30,154.75,156.05,151.6,152.15,9594218,0
2020-10-13 00:00:00+05:30,152.55,153.15,150.45,150.95,10559110,0
2020-10-14 00:00:00+05:30,150.35,150.85,145.95,148.0,16179024,0
2020-10-15 00:00:00+05:30,148.55,150.75,144.3,145.05,10822682,0
2020-10-16 00:00:00+05:30,146.1,153.0,145.45,151.4,26906370,0
2020-10-19 00:00:00+05:30,153.3,155.1,151.9,154.55,14750574,0
2020-10-20 00:00:00+05:30,154.25,156.05,152.15,153.0,10486256,0
2020-10-21 00:00:00+05:30,161.15,162.3,153.8,155.95,34114466,0
2020-10-22 00:00:00+05:30,155.5,156.55,153.3,155.85,11659006,0
2020-10-23 00:00:00+05:30,156.1,158.7,155.9,156.9,10096246,0
2020-10-26 00:00:00+05:30,156.9,157.9,152.6,154.3,10164838,0
2020-10-27 00:00:00+05:30,154.25,156.1,152.35,155.45,8717446,0
2020-10-28 00:00:00+05:30,155.25,155.95,152.55,153.95,7743900,0
2020-10-29 00:00:00+05:30,153.3,155.0,150.55,152.25,14724236,0
2020-10-30 00:00:00+05:30,153.65,160.6,153.05,158.25,33648860,0
2020-11-02 00:00:00+05:30,157.95,158.3,153.65,154.45,8690720,0
