Strategy,Symbol,Total Return %,Win Rate %,Profit Factor,Sharpe Ratio,Max Drawdown %,Total Trades,Avg Trade Rs
Fib_3Wave,RELIANCE,12.911649494505662,90.0,44.13302933884462,1.1928783674392451,-0.28094871470620814,10,1291.164949450566
Stochastic_Confluence,RELIANCE,-0.14025281952011576,35.483870967741936,0.9962574096534073,0.042944003640553785,-23.61172863112556,31,-4.524284500650391
BB_Squeeze,RELIANCE,-3.5295414576823823,32.432432432432435,0.9245097820655328,-0.010042027988538135,-24.972546890487628,37,-95.39301236979406
EMA_21_55,RELIANCE,-6.581541655097012,37.254901960784316,0.8808911711966732,-0.020208612215421286,-29.089920922473624,51,-129.04983637445108
Multi_Timeframe,RELIANCE,-29.332543654730163,24.358974358974358,0.681927826442954,-0.20170697067919996,-51.353640833683215,78,-376.05825198371997
EMA_3_Scalping,RELIANCE,-18.651960241986902,36.84210526315789,0.6898923755188245,-0.3758519264533908,-25.765937842048785,57,-327.2273726664373
RSI_Divergence,RELIANCE,-20.699963487833855,38.18181818181819,0.5843530350702917,-0.4212522971674632,-37.64821522993092,55,-376.36297250606975
VWAP_Pullback,RELIANCE,-68.08594937021557,22.377622377622377,0.3918304856338055,-0.7338276948103378,-76.49735849990431,143,-476.12552007143756
Supply_Demand,RELIANCE,-22.7328621228338,15.384615384615385,0.4120980357427444,-0.8886284579524009,-24.115139013883358,26,-874.3408508782221
