category,tercile,era,window,N,mean_car,median_car,std_car,t_stat,p_value,pct_positive,fdr_survivor
Allotment of Securities,t3,2020-2022,5d,490,-0.0038559434879654486,-0.007313207996532123,0.04346159420064422,-1.963916630899585,0.04953976086430997,39.38775510204081,True
Allotment of Securities,t3,2023-2024,20d,635,-0.022289491665569722,-0.02360854046509564,0.06815233615613296,-8.24150031092495,1.700644914887341e-16,32.91338582677165,True
Allotment of Securities,t3,2023-2024,2d,635,-0.0032605090235689176,-0.004373772541159449,0.023733559155922422,-3.461859180404886,0.000536457765091346,40.78740157480315,True
Allotment of Securities,t3,2023-2024,5d,635,-0.006623920432821658,-0.007907077723289024,0.03626111928059227,-4.603209747966853,4.160288589738221e-06,39.37007874015748,True
Allotment of Securities,t3,2025-2026,20d,270,-0.004335062220102552,-0.010782043147097409,0.084637273804278,-0.8416190383078873,0.40000122918236103,41.85185185185185,False
Allotment of Securities,t3,2025-2026,2d,270,-0.0027805622959561505,-0.0035949497436458255,0.02740254145187484,-1.6673380767089467,0.09544719936693323,43.333333333333336,False
Allotment of Securities,t3,2025-2026,5d,270,-0.003797089910915272,-0.00422419828670928,0.045158862661881224,-1.3816236777188164,0.1670872799096701,44.81481481481481,False
Analysts/Institutional Investor Meet/Con. Call Updates,t1,2020-2022,20d,4560,-0.0006474003504336456,-0.018007733016057625,0.12624435560720754,-0.3462927359271845,0.729122727194849,43.07017543859649,False
Analysts/Institutional Investor Meet/Con. Call Updates,t1,2020-2022,2d,4560,-0.002834375621237483,-0.0067495118907916485,0.04083032555430273,-4.687669478452985,2.7633383575989556e-06,41.40350877192983,True
Analysts/Institutional Investor Meet/Con. Call Updates,t1,2020-2022,5d,4560,-0.002501595326038734,-0.010558726254145945,0.0658125524708443,-2.5667923919117133,0.010264404668897565,42.80701754385965,True
Analysts/Institutional Investor Meet/Con. Call Updates,t1,2023-2024,20d,8016,0.003596946406952732,-0.014204540919531938,0.11204570273624836,2.8742041791669073,0.004050470152441142,44.12425149700599,True
Analysts/Institutional Investor Meet/Con. Call Updates,t1,2023-2024,2d,8016,-0.002436178757863782,-0.006712905903361821,0.03520811968362092,-6.195055114810634,5.826463856159794e-10,40.144710578842314,True
Analysts/Institutional Investor Meet/Con. Call Updates,t1,2023-2024,5d,8016,-0.0008710516760332871,-0.008352139775125444,0.05648589561997406,-1.3806473251371598,0.16738742464806455,41.87874251497006,False
Analysts/Institutional Investor Meet/Con. Call Updates,t1,2025-2026,20d,5613,0.0016411593507762456,-0.010462179685573503,0.10601650821428817,1.1597777604035022,0.24613930101252546,45.0026723677178,False
Analysts/Institutional Investor Meet/Con. Call Updates,t1,2025-2026,2d,5613,-0.00159903685850929,-0.004137968648688206,0.0348336205087884,-3.4391995833693825,0.0005834369298664287,43.737751647960096,True
