category,tercile,era,window,N,mean_car,median_car,std_car,t_stat,p_value,pct_positive,fdr_survivor
Analysts/Institutional Investor Meet/Con. Call Updates,t1,2025-2026,5d,5613,0.00037474044436090103,-0.005738167029740282,0.057837222911431875,0.4854233428273084,0.6273760774037295,44.8245145198646,False
Analysts/Institutional Investor Meet/Con. Call Updates,t2,2020-2022,20d,3536,-0.01828636171431426,-0.027767723588905446,0.11500487882872464,-9.455122709643868,3.2264331034958404e-21,38.82918552036199,True
Analysts/Institutional Investor Meet/Con. Call Updates,t2,2020-2022,2d,3536,-0.0031886331610097374,-0.005832238334372186,0.03563718755466084,-5.3205590041406845,1.034488899250755e-07,41.487556561085974,True
Analysts/Institutional Investor Meet/Con. Call Updates,t2,2020-2022,5d,3536,-0.004420800563848195,-0.008800675173743056,0.05707442315692251,-4.605910771601416,4.106644645981433e-06,41.45927601809955,True
Analysts/Institutional Investor Meet/Con. Call Updates,t2,2023-2024,20d,9039,-0.006888299297226445,-0.016191940348747158,0.09318378164162469,-7.028001910955264,2.095120291288814e-12,41.12180550945901,True
Analysts/Institutional Investor Meet/Con. Call Updates,t2,2023-2024,2d,9039,-0.003012981334263315,-0.0050470813270275805,0.0292692040581938,-9.786912869424329,1.2814882373614199e-22,41.24350038721097,True
Analysts/Institutional Investor Meet/Con. Call Updates,t2,2023-2024,5d,9039,-0.00331388012563364,-0.007022752191200743,0.04646364609957117,-6.780843183897782,1.1947650737547556e-11,42.64852306671092,True
Analysts/Institutional Investor Meet/Con. Call Updates,t2,2025-2026,20d,7673,-0.00744557794081684,-0.015654575328774234,0.08935956538871334,-7.298606767049583,2.907627328063019e-13,42.134758243190404,True
Analysts/Institutional Investor Meet/Con. Call Updates,t2,2025-2026,2d,7673,-0.002043709283851072,-0.003913247008232812,0.03157985262033819,-5.668806304845633,1.4379581480184123e-08,43.56835657500326,True
Analysts/Institutional Investor Meet/Con. Call Updates,t2,2025-2026,5d,7673,-0.0037338093761753615,-0.005781885999229575,0.049490457588063676,-6.608657911071867,3.8781971775322664e-11,43.20344063599635,True
Analysts/Institutional Investor Meet/Con. Call Updates,t3,2020-2022,20d,4539,-0.02455447306796914,-0.035299094366443406,0.10068678460580843,-16.430025521830757,1.1660986220100663e-60,34.699272967614014,True
Analysts/Institutional Investor Meet/Con. Call Updates,t3,2020-2022,2d,4539,-0.003978037656240765,-0.005871826663993884,0.03663451868116961,-7.315743856024023,2.5595949743559567e-13,40.074906367041194,True
Analysts/Institutional Investor Meet/Con. Call Updates,t3,2020-2022,5d,4539,-0.0073654107756013915,-0.009612819720739907,0.053765889210305805,-9.229331205023497,2.723269065111022e-20,40.62568847763824,True
Analysts/Institutional Investor Meet/Con. Call Updates,t3,2023-2024,20d,7422,-0.013235856147836312,-0.018076355843554825,0.08181840184755232,-13.936750371785676,3.787984944262629e-44,39.342495284289946,True
Analysts/Institutional Investor Meet/Con. Call Updates,t3,2023-2024,2d,7422,-0.004069925724133963,-0.0054221211869823205,0.027067010119731536,-12.95408293394107,2.227825330606904e-38,39.92185394772299,True
Analysts/Institutional Investor Meet/Con. Call Updates,t3,2023-2024,5d,7422,-0.0053595535112553406,-0.007625853671016647,0.042519666606274244,-10.859235105053795,1.8025265460729378e-27,40.999730530854215,True
Analysts/Institutional Investor Meet/Con. Call Updates,t3,2025-2026,20d,6334,-0.0021252832903629953,-0.005141164079356941,0.08254008546542389,-2.049231122057551,0.040439520180096666,46.952952320808336,True
Analysts/Institutional Investor Meet/Con. Call Updates,t3,2025-2026,2d,6334,-0.000684757620436736,-0.0013566791985461513,0.025556192397152705,-2.132454407395179,0.03296950875132586,47.58446479317966,True
Analysts/Institutional Investor Meet/Con. Call Updates,t3,2025-2026,5d,6334,-0.0006333641792991367,-0.002099829496261918,0.041190287370728315,-1.2237640903714284,0.2210412344244036,47.72655509946321,False
Annual General Meeting,t1,2020-2022,20d,629,0.0016282449645118823,-0.008655041891883597,0.09609132041357822,0.4249725759112942,0.670856666571574,46.5818759936407,False
Annual General Meeting,t1,2020-2022,2d,629,-0.0036857068702047867,-0.006303762334947338,0.03157924547611904,-2.9271458720511077,0.0034208839088329173,40.85850556438791,True
Annual General Meeting,t1,2020-2022,5d,629,0.0013063570647058132,-0.004522693415928369,0.05162682130491919,0.6346171945889059,0.5256781110689205,46.74085850556439,False
Annual General Meeting,t2,2020-2022,20d,369,-0.020746443651215737,-0.025799864856731025,0.08928776343683843,-4.463390650756056,8.067277721800565e-06,39.02439024390244,True
Annual General Meeting,t2,2020-2022,2d,369,-0.0015932004474071915,-0.0033168026840827425,0.02818391603358485,-1.0858810806552357,0.277531608269175,44.71544715447154,False
Annual General Meeting,t2,2020-2022,5d,369,-0.0017186627373815592,-0.004029533050833312,0.04096755370318752,-0.8058678174511779,0.420319069399814,44.173441734417345,False
Annual General Meeting,t3,2020-2022,20d,214,0.0033134532263058244,-0.0014783648314878328,0.0740501057314436,0.6545789694944382,0.5127388680328341,49.532710280373834,False
Annual General Meeting,t3,2020-2022,2d,214,0.0003491691378453246,0.000902352697391029,0.024290356795832965,0.21028526550172358,0.8334450346168657,51.86915887850467,False
Annual General Meeting,t3,2020-2022,5d,214,0.0014262347221372178,0.0005327774413663722,0.03820354826786669,0.5461276823296871,0.5849781723511446,50.467289719626166,False
Appointment,t1,2020-2022,20d,562,-0.005074661223883413,-0.02432262590636569,0.11698819533691239,-1.028331574773223,0.30379388328807055,39.8576512455516,False
Appointment,t1,2020-2022,2d,562,-0.004302891677423501,-0.01061072695994869,0.040645708024797625,-2.509654157964836,0.012084945405357454,34.34163701067616,True
Appointment,t1,2020-2022,5d,562,-0.0033436965753721308,-0.012724400193202978,0.06216866620656547,-1.2750389981709909,0.20229543899015878,40.92526690391459,False
Appointment,t1,2023-2024,20d,409,0.00028717317473035144,-0.021362231486655836,0.11975585612008101,0.04849631763971647,0.9613206990884657,40.831295843520785,False
Appointment,t1,2023-2024,2d,409,-0.00349716813366553,-0.006781627260741274,0.037311722026310876,-1.8955396498285064,0.05802094399766475,40.34229828850856,False
Appointment,t1,2023-2024,5d,409,-0.0023222940186933116,-0.008566754726266668,0.05314979296459102,-0.8836438932826687,0.3768884766544979,43.03178484107579,False
Appointment,t1,2025-2026,20d,520,0.005998022123250342,-0.01658314644064879,0.11109655365023666,1.2311448374287937,0.2182686984166221,43.65384615384615,False
Appointment,t1,2025-2026,2d,520,0.0012911475294511677,-0.0049274716489600134,0.04141544414094128,0.7109109723647302,0.4771394062069715,44.42307692307692,False
Appointment,t1,2025-2026,5d,520,0.003682348316797127,-0.004778819927244327,0.06445051635141422,1.3028671592249028,0.19262011754037756,46.15384615384615,False
Appointment,t2,2020-2022,20d,364,-0.013480206972816343,-0.018518027474349275,0.09554764759897308,-2.6917037096623972,0.0071088069246645555,42.032967032967036,True
Appointment,t2,2020-2022,2d,364,-0.0020059278466185645,-0.00412261441136591,0.03275222968918619,-1.168490344787194,0.24260903161003788,40.38461538461539,False
Appointment,t2,2020-2022,5d,364,-0.006129629070628265,-0.012479254332110612,0.049435534183761516,-2.3656236580277223,0.017999731115746806,40.934065934065934,True
Appointment,t2,2023-2024,20d,428,-0.014197451096957213,-0.019262060972648265,0.09388753574543555,-3.128414755409062,0.0017575198321388796,39.018691588785046,True
Appointment,t2,2023-2024,2d,428,-0.00538888888195592,-0.0052130044898255345,0.031115398393568316,-3.5829912465356455,0.0003396819949243788,40.42056074766355,True
Appointment,t2,2023-2024,5d,428,-0.006911220993576197,-0.00986617857138733,0.0461660152035681,-3.097093198583185,0.00195428421484148,40.18691588785047,True
Appointment,t2,2025-2026,20d,618,-0.016646511468315667,-0.026610604910134783,0.09268529077459357,-4.464847759673063,8.012570538676118e-06,35.43689320388349,True
Appointment,t2,2025-2026,2d,618,-0.004199851194255283,-0.005859625126288681,0.03230550586789727,-3.2318529692707667,0.0012299032197133361,39.80582524271845,True
Appointment,t2,2025-2026,5d,618,-0.00625660018448434,-0.008272526413613313,0.05107243566892958,-3.045412111845692,0.002323616789085749,41.262135922330096,True
Appointment,t3,2020-2022,20d,374,-0.023377629974505775,-0.030349561221743038,0.08845333538220825,-5.111190495176749,3.2013496934033844e-07,35.56149732620321,True
Appointment,t3,2020-2022,2d,374,0.0007183936046909586,-0.0005174903467404235,0.03428800259494741,0.4051875308558558,0.6853396698466272,48.663101604278076,False
Appointment,t3,2020-2022,5d,374,-0.0018133033425138396,-0.004713824763330043,0.052757763422356815,-0.6646911357789451,0.5062480645854857,44.38502673796791,False
Appointment,t3,2023-2024,20d,306,-0.015700486334927485,-0.024306938395150413,0.07522869457745728,-3.650818921909272,0.00026140549530903064,35.294117647058826,True
Appointment,t3,2023-2024,2d,306,-0.005869373852721831,-0.008191197944473982,0.025678588744572208,-3.9983548467379735,6.378427797662669e-05,35.294117647058826,True
Appointment,t3,2023-2024,5d,306,-0.007401810301675798,-0.012423050499259014,0.03598583823985275,-3.598048725404811,0.00032061356312653756,40.52287581699346,True
Appointment,t3,2025-2026,20d,514,-0.01100039327622752,-0.01762992690431986,0.08772243385709858,-2.8430146576603903,0.004468901514363378,41.82879377431907,True
Appointment,t3,2025-2026,2d,514,-0.003528310574516726,-0.0055012856018095135,0.028066800944955884,-2.8500695044012163,0.004370967629377888,40.66147859922179,True
Appointment,t3,2025-2026,5d,514,-0.006380553727202591,-0.00878278561268686,0.043228689713348166,-3.3463229925616473,0.0008189094502028369,41.050583657587545,True
Book Closure,t1,2020-2022,20d,375,-0.005870703796526477,-0.022661854824581495,0.1181942562576722,-0.9618546092838498,0.33612264204041886,39.46666666666667,False
Book Closure,t1,2020-2022,2d,375,-0.005976327351448317,-0.010090701332975627,0.03971492674206884,-2.914044945111923,0.0035677853642626057,37.06666666666666,True
Book Closure,t1,2020-2022,5d,375,-0.0061556875069133385,-0.013656968568224626,0.05805532823773701,-2.053289157293526,0.040044541822926154,37.6,True
Book Closure,t1,2023-2024,20d,224,0.015005799803089175,-0.01495037799421417,0.13779170734328117,1.6298966827604904,0.10312333488253503,45.535714285714285,False
Book Closure,t1,2023-2024,2d,224,-0.0037730201626261966,-0.0071136299576002315,0.036606544419698704,-1.5426038142338834,0.12292693202736499,36.607142857142854,False
Book Closure,t1,2023-2024,5d,224,0.0033854633542084117,-0.005338361620629395,0.05780909767878108,0.8764879214903173,0.3807648398347543,42.857142857142854,False
Book Closure,t1,2025-2026,20d,1,-0.1079937475534618,-0.1079937475534618,,,,0.0,False
Book Closure,t1,2025-2026,2d,1,-0.026881189264327587,-0.026881189264327587,,,,0.0,False
Book Closure,t1,2025-2026,5d,1,-0.02179018155833856,-0.02179018155833856,,,,0.0,False
Book Closure,t2,2020-2022,20d,162,-0.019129886266807783,-0.030877725130083744,0.10048361278034192,-2.4231185036989764,0.015387906104279878,37.65432098765432,True
Book Closure,t2,2020-2022,2d,162,-0.004865978405240294,-0.004573080343905356,0.029306601601153167,-2.1133052114685267,0.03457465296707108,43.82716049382716,True
Book Closure,t2,2020-2022,5d,162,-0.009846497449163298,-0.013874524360441898,0.0480027523920819,-2.610797211931996,0.009033144074684592,36.41975308641975,True
Book Closure,t2,2023-2024,20d,193,0.0016779240838537429,-0.009273891551893731,0.10386503519840691,0.2244303514552175,0.8224224559262034,43.523316062176164,False
Book Closure,t2,2023-2024,2d,193,-0.0027077297288563475,-0.006234026383888702,0.029605547508719188,-1.2706059087617367,0.2038688838291436,41.45077720207254,False
Book Closure,t2,2023-2024,5d,193,-8.922625064511012e-05,-0.003613779926306959,0.04673536503663954,-0.02652318407064981,0.9788400418878417,44.559585492227974,False
Book Closure,t2,2025-2026,20d,1,-0.07652390926673669,-0.07652390926673669,,,,0.0,False
Book Closure,t2,2025-2026,2d,1,-0.01581125143003459,-0.01581125143003459,,,,0.0,False
Book Closure,t2,2025-2026,5d,1,-0.055081771528249335,-0.055081771528249335,,,,0.0,False
Book Closure,t3,2020-2022,20d,172,-0.020745059211411416,-0.01817275773288274,0.10132022501642984,-2.6852378276849715,0.007247821205056531,38.95348837209303,True
Book Closure,t3,2020-2022,2d,172,-0.004787205215477771,-0.006809786483712943,0.02938586278016931,-2.1365242285755017,0.032636708282170086,38.372093023255815,True
Book Closure,t3,2020-2022,5d,172,-0.006488700662337582,-0.011059887960589876,0.0520565068150516,-1.634733419476149,0.10210494348849418,39.53488372093023,False
Book Closure,t3,2023-2024,20d,95,-0.020305198072174426,-0.035697800724513895,0.09384347134966183,-2.1089436152961403,0.034949448865501866,37.89473684210527,True
Book Closure,t3,2023-2024,2d,95,0.0003802804673895856,-0.005714049269224031,0.039140544090850174,0.09469759797898643,0.9245550259402429,41.05263157894737,False
Book Closure,t3,2023-2024,5d,95,-0.00459385994672505,-0.00798014165107852,0.04495964485432548,-0.9959021761551209,0.31929767787211294,41.05263157894737,False
Book Closure,t3,2025-2026,20d,1,0.03140754609086627,0.03140754609086627,,,,100.0,False
Book Closure,t3,2025-2026,2d,1,0.015546483208752848,0.015546483208752848,,,,100.0,False
Book Closure,t3,2025-2026,5d,1,0.03016765555210843,0.03016765555210843,,,,100.0,False
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t1,2020-2022,20d,726,-0.0007399698262670789,-0.025440721347423423,0.14121715773018634,-0.1411870470556209,0.8877221785249223,38.15426997245179,False
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t1,2020-2022,2d,726,-0.003669688881267186,-0.008503031106342374,0.03572542944958056,-2.767706911742241,0.005645219803521894,37.60330578512397,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t1,2020-2022,5d,726,-1.41540953629088e-05,-0.011995151989651343,0.059935201979495874,-0.0063630956918855515,0.9949230184488629,40.633608815426996,False
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t1,2023-2024,20d,1317,0.005550541365959723,-0.013952357302106644,0.12041939911342955,1.6727528378358534,0.09437596276433158,43.65983295368262,False
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t1,2023-2024,2d,1317,-0.002052727648625557,-0.006649206050449941,0.033779599742779366,-2.2053103726121637,0.027432322472276525,38.344722854973426,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t1,2023-2024,5d,1317,-0.0021249839796371765,-0.010025089169364065,0.05279901144198484,-1.4605712792984127,0.14413313295082855,39.40774487471526,False
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t1,2025-2026,20d,1102,0.0014918919523803926,-0.013053519015797765,0.11495817614251673,0.4308125077029423,0.6666047042882836,45.099818511796734,False
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t1,2025-2026,2d,1102,-0.0030421701563509694,-0.006791018513487512,0.034460789133215784,-2.930549628625563,0.003383629410105077,39.56442831215971,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t1,2025-2026,5d,1102,-0.003924172224123906,-0.008822333463743726,0.05369296144878759,-2.4261715092389835,0.015259057172607652,40.19963702359347,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t2,2020-2022,20d,337,-0.012048931493361748,-0.023373464930213417,0.10405123823729659,-2.1257697992682267,0.03352243184414634,41.246290801186944,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t2,2020-2022,2d,337,-0.0036009937911636596,-0.010062637644112638,0.04053966330607305,-1.6306365986328406,0.10296702186508168,37.0919881305638,False
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t2,2020-2022,5d,337,-0.003121905264522462,-0.009832526736995084,0.05227069298256722,-1.0964186460769774,0.27289560769728893,38.87240356083086,False
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t2,2023-2024,20d,1161,-0.0023343918263181163,-0.015638072582498275,0.11044278975771417,-0.7201989692905201,0.47140249844009663,42.549526270456504,False
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t2,2023-2024,2d,1161,-0.0027074398559001228,-0.004956714533731366,0.029497302022473085,-3.127466257431177,0.0017632005790824694,40.05167958656331,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t2,2023-2024,5d,1161,-0.002293995272986818,-0.00654273332336186,0.04604352059121047,-1.6976185226997733,0.08957978457141563,42.29112833763997,False
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t2,2025-2026,20d,1163,-0.008826745503886223,-0.016614977989238056,0.10118860614748373,-2.974807369906079,0.0029317258259916245,42.90627687016337,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t2,2025-2026,2d,1163,-0.002010991796000416,-0.005302491970339163,0.03471585657377527,-1.9754783333329902,0.0482138910303545,42.562338779019775,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t2,2025-2026,5d,1163,-0.0031662414453128836,-0.0071364927520815025,0.052233558812311134,-2.067208443907011,0.03871451689558477,42.734307824591575,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t3,2020-2022,20d,319,-0.004729435614979709,-0.012034185876244163,0.09723791952193954,-0.868698358388414,0.3850121395677222,45.76802507836991,False
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t3,2020-2022,2d,319,-0.001658646209807482,-0.00559730747262055,0.02922704892693652,-1.0135942439219836,0.3107764054161888,42.63322884012539,False
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t3,2020-2022,5d,319,-0.002291171936159242,-0.004866909400259578,0.04813427915973642,-0.8501558552716965,0.3952384411651908,43.8871473354232,False
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t3,2023-2024,20d,776,-0.018485076155625498,-0.024013880221052664,0.09394053515970399,-5.481495662999183,4.217450647636247e-08,37.628865979381445,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t3,2023-2024,2d,776,-0.0032264822544564205,-0.005529421622227193,0.027914201453416044,-3.2198447578384033,0.001282600333947977,38.53092783505155,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t3,2023-2024,5d,776,-0.005454872467307467,-0.01135208935937726,0.046211874181042376,-3.288227671941002,0.0010082027137929051,38.144329896907216,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t3,2025-2026,20d,837,-0.006467432061737363,-0.007902650085437224,0.0915668974857806,-2.0434127780794076,0.04101159360142004,46.35603345280765,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t3,2025-2026,2d,837,-0.003977660428590905,-0.0041122729760971755,0.029689679792134754,-3.8760102790984803,0.00010618320022361796,42.05495818399044,True
"Certificate under SEBI (Depositories and Participants) Regulations, 2018",t3,2025-2026,5d,837,-0.004036245829592166,-0.005720312546358519,0.044525445295146314,-2.622600059904009,0.008726163998971425,43.01075268817204,True
Cessation,t1,2020-2022,20d,159,0.003810283861688545,-0.027100273194920144,0.1715937617601946,0.2799976577124277,0.7794793019214964,39.62264150943396,False
Cessation,t1,2020-2022,2d,159,-0.004420571908168132,-0.007317340356248869,0.029338735098499547,-1.8999214056626614,0.057443434465089184,39.62264150943396,False
Cessation,t1,2020-2022,5d,159,-0.004967495917009761,-0.01333818553388244,0.052501470104883985,-1.1930664045785977,0.23284336748435208,40.25157232704403,False
Cessation,t1,2023-2024,20d,98,0.006492387576741073,-0.010611662826712165,0.11619209673360155,0.553147414921226,0.5801624713483383,45.91836734693878,False
Cessation,t1,2023-2024,2d,98,-0.006461414406185035,-0.007322823207848883,0.035526227107501945,-1.8004934496371336,0.07178275696763335,38.775510204081634,False
Cessation,t1,2023-2024,5d,98,-0.0008911332391346642,-0.0076135512988100285,0.05759838093133458,-0.1531600167577064,0.8782720875946638,41.83673469387755,False
Cessation,t1,2025-2026,20d,120,0.004282687999364311,-0.011248893092988321,0.10494480874946459,0.44703970629142176,0.6548463912231152,42.5,False
Cessation,t1,2025-2026,2d,120,0.004514377419785472,4.58093063082643e-05,0.03300912659961388,1.4981470887735606,0.13409503910019907,50.0,False
Cessation,t1,2025-2026,5d,120,0.006900181608783267,-0.00463130782881771,0.051688136152600345,1.462380112471031,0.14363707614018748,45.0,False
Cessation,t2,2020-2022,20d,123,-0.0018154738577943954,-0.02492725542384,0.09226091085011191,-0.21823520828893117,0.8272458538908385,41.46341463414634,False
Cessation,t2,2020-2022,2d,123,-0.002484245472666496,0.0004366030626151707,0.03194456439112037,-0.8624821039396805,0.38842227690786957,51.21951219512195,False
Cessation,t2,2020-2022,5d,123,-0.0057420836856061745,-0.008316989418414633,0.044628489408346794,-1.4269537145965494,0.15359323645329215,41.46341463414634,False
Cessation,t2,2023-2024,20d,166,-0.015101205488576604,-0.02704746011178366,0.09566928721591751,-2.0337291942843327,0.04197890694815753,37.95180722891566,True
Cessation,t2,2023-2024,2d,166,-0.006702721756686261,-0.005844362391697722,0.026027691477587076,-3.3179480756208894,0.0009068134020224595,37.34939759036144,True
Cessation,t2,2023-2024,5d,166,-0.006845620178130954,-0.01156451304889361,0.04539511292006481,-1.9429326318894622,0.05202429857010256,34.33734939759036,True
Cessation,t2,2025-2026,20d,171,-0.005766155181062288,-0.019732517299574814,0.09816221864745538,-0.7681393536129758,0.4424043989897086,40.93567251461988,False
Cessation,t2,2025-2026,2d,171,-0.001936338025855637,-0.002680175432230314,0.03184964265920412,-0.7950137964389974,0.426605476834528,42.69005847953216,False
Cessation,t2,2025-2026,5d,171,-0.008550024397101575,-0.011392729856275152,0.0516623479819336,-2.164169483245668,0.03045134443696848,39.1812865497076,True
Cessation,t3,2020-2022,20d,125,-0.03176407940324687,-0.029671481180324033,0.08794644103642454,-4.038062254215839,5.389455196348384e-05,36.8,True
Cessation,t3,2020-2022,2d,125,-0.003397604415761556,-0.004351312317882328,0.02807456120335808,-1.3530531037093403,0.17603866601360574,44.0,False
Cessation,t3,2020-2022,5d,125,-0.010581797268755026,-0.01237521710076217,0.05013002296992917,-2.3600246534149236,0.018273720606670908,36.8,True
Cessation,t3,2023-2024,20d,138,-0.024349058175198657,-0.02311991321774709,0.06413883494308963,-4.459648641082794,8.209412290082707e-06,28.985507246376812,True
Cessation,t3,2023-2024,2d,138,-0.005786447216873644,-0.007735684610675531,0.02091697596200483,-3.2497701241511825,0.001154983291616622,36.231884057971016,True
Cessation,t3,2023-2024,5d,138,-0.010321127909720514,-0.009946404559154187,0.03400625856630789,-3.5653966397756047,0.00036330632342497857,40.57971014492754,True
Cessation,t3,2025-2026,20d,154,-0.02050219416532595,-0.011886293815583704,0.1054221421819749,-2.413397540141569,0.015804570807424322,44.15584415584416,True
Cessation,t3,2025-2026,2d,154,-0.0041339566829649245,-0.003591537376831988,0.0284253996999053,-1.8047610180984899,0.07111208685595814,44.8051948051948,False
Cessation,t3,2025-2026,5d,154,-0.01091424934341147,-0.008587062113157795,0.046533508305359135,-2.910639609502811,0.0036068978705450527,39.61038961038961,True
Change in Director(s),t1,2020-2022,20d,352,-0.01701493657009441,-0.032839045047501236,0.11531270759581472,-2.7683723088178858,0.005633705718195285,36.07954545454545,True
Change in Director(s),t1,2020-2022,2d,352,-0.008285524587600663,-0.009397856862292941,0.035109740599239346,-4.427552518565589,9.530837093141747e-06,33.80681818181818,True
Change in Director(s),t1,2020-2022,5d,352,-0.010396761313662002,-0.01601289655659177,0.05633831870867763,-3.4623065958985846,0.0005355666774952642,35.79545454545455,True
Change in Director(s),t1,2023-2024,20d,352,0.007342100597617052,-0.013575752463508395,0.12872492110134454,1.0701114922776935,0.2845691268157051,42.89772727272727,False
Change in Director(s),t1,2023-2024,2d,352,-0.0010507325137769678,-0.009389246256696737,0.04363962329722623,-0.4517337199188545,0.6514608231726329,37.5,False
Change in Director(s),t1,2023-2024,5d,352,-0.00018309399064375833,-0.006658044518846162,0.053341106163613525,-0.06439963480399412,0.9486520208091599,42.32954545454545,False
Change in Director(s),t1,2025-2026,20d,200,0.0002968636102272143,-0.016986095355100927,0.1254884894462467,0.0334555420669241,0.9733113182591497,40.5,False
Change in Director(s),t1,2025-2026,2d,200,-0.005136481599760308,-0.006993677764451756,0.03146264067227165,-2.3087960152253815,0.020954903257035147,43.0,True
Change in Director(s),t1,2025-2026,5d,200,-0.008263982135479535,-0.010972509821599585,0.05387510088840961,-2.169283290886313,0.030061182999435523,41.5,True
Change in Director(s),t2,2020-2022,20d,253,-0.022987509878028202,-0.03895835407055659,0.12066313780141982,-3.0302438232908706,0.002443563839036528,32.80632411067194,True
Change in Director(s),t2,2020-2022,2d,253,-0.004959825016956349,-0.004304020576949452,0.03203558629096497,-2.4626003614195335,0.013793356350858975,44.66403162055336,True
Change in Director(s),t2,2020-2022,5d,253,-0.006426178348934698,-0.009226848739739557,0.05225960247651656,-1.9559012908276694,0.050476783256020064,41.89723320158103,True
Change in Director(s),t2,2023-2024,20d,492,-0.01736473696987328,-0.02965973435340452,0.08930556245932311,-4.312928422040791,1.6110628821248872e-05,35.36585365853659,True
Change in Director(s),t2,2023-2024,2d,492,-0.004578088833816616,-0.006790043315134442,0.033754933336075814,-3.0083579686270046,0.002626635464345178,42.27642276422765,True
Change in Director(s),t2,2023-2024,5d,492,-0.00575650800281223,-0.010260414874777135,0.051668460409602365,-2.471246932790825,0.013464281084517263,40.853658536585364,True
Change in Director(s),t2,2025-2026,20d,338,-0.010182248531948301,-0.01903122112724087,0.08328591158335659,-2.247659394518309,0.024597917105814913,40.828402366863905,True
Change in Director(s),t2,2025-2026,2d,338,-0.0033260596273948146,-0.006247153442041131,0.0284182773935989,-2.151744153921767,0.03141751048394581,39.94082840236686,True
Change in Director(s),t2,2025-2026,5d,338,-0.00665424071336017,-0.010018772845106771,0.04630485826118072,-2.641984699394689,0.008242177922245117,37.573964497041416,True
Change in Director(s),t3,2020-2022,20d,262,-0.03819773974823612,-0.03890356873372419,0.10094266311067186,-6.125105208483731,9.062370520761204e-10,30.15267175572519,True
Change in Director(s),t3,2020-2022,2d,262,-0.00643052308053768,-0.007953964639407063,0.04785856365808684,-2.1748899512197157,0.02963836412791661,39.31297709923664,True
Change in Director(s),t3,2020-2022,5d,262,-0.01456237666226816,-0.01670143927678608,0.05522873107310314,-4.267935433576764,1.9729040876180557e-05,32.44274809160305,True
Change in Director(s),t3,2023-2024,20d,490,-0.019194582640705164,-0.028371310489112955,0.08071259946513876,-5.264236339584402,1.4077326395313408e-07,35.51020408163265,True
Change in Director(s),t3,2023-2024,2d,490,-0.005290465262918578,-0.006956835613764922,0.02806646904893804,-4.172574775457935,3.0117670987033093e-05,36.53061224489796,True
Change in Director(s),t3,2023-2024,5d,490,-0.007834951917407289,-0.009818405717881062,0.03857910478135093,-4.4955437639447515,6.939238339114913e-06,37.55102040816327,True
Change in Director(s),t3,2025-2026,20d,362,-0.011327765228708995,-0.013036112772141673,0.08494722107073208,-2.537168721465318,0.011175308033565923,42.5414364640884,True
Change in Director(s),t3,2025-2026,2d,362,-0.002449126734428105,-0.003617059652382737,0.02849068350940942,-1.6355456712908694,0.10193470872678197,43.92265193370166,False
Change in Director(s),t3,2025-2026,5d,362,-0.0016918128342554,-0.004612306816229039,0.04294581803488692,-0.7495243058525779,0.45354125448424354,46.96132596685083,False
Change in Management,t1,2020-2022,20d,21,-0.007755365846401204,0.010709573746847001,0.13100324282463965,-0.27128756713894375,0.7861698680334024,52.38095238095239,False
Change in Management,t1,2020-2022,2d,21,0.002992968353062519,-0.0014338745984114887,0.0397524609622631,0.34502276584929914,0.7300772557568734,42.857142857142854,False
Change in Management,t1,2020-2022,5d,21,-0.005865750075069435,0.002366064481730379,0.04827885495843735,-0.5567705313193414,0.5776842203299191,57.14285714285714,False
Change in Management,t1,2023-2024,20d,289,0.0032278282873409066,-0.02105536425442467,0.12026971183356917,0.4562502067081487,0.6482100656475198,41.86851211072664,False
Change in Management,t1,2023-2024,2d,289,-0.004347514407413248,-0.005983315920141563,0.03657927773568315,-2.0204812533498466,0.043333492753273424,40.484429065743946,True
Change in Management,t1,2023-2024,5d,289,-0.004711810361100719,-0.012466250168114756,0.056964927262215546,-1.406141989262971,0.15968196602097007,40.13840830449827,False
