transition,pub_period,pub_year,review_date,E_source,cell,isin,symbol,company_name,prev_rank,cur_rank,prev_category,category,drop_reason,qty,entry_open,exit_open,gross_ret,net_ret,cost_frac,fees,bench_ret,ar_net,ar_gross,pre_ar_20d,pre_ar_60d
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-LARGE,INE376G01013,BIOCON,BIOCON LTD.,116,77,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-LARGE,INE114A01011,SAIL,"STEEL AUTHORITY OF INDIA LTD.,",103,88,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-LARGE,INE721A01013,SRTRANSFIN,"SHRIRAM TRANSPORT FINANCE CO. LTD.,",107,91,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-LARGE,INE883A01011,MRF,"M.R.F. LTD.,",102,95,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-LARGE,INE179A01014,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,104,97,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-LARGE,INE259A01022,COLPAL,"COLGATE-PALMOLIVE (INDIA) LTD.,",101,100,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-LARGE,INE012A01025,ACC,ACC LTD,86,103,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-LARGE,INE117A01022,ABB,ABB INDIA LIMITED,99,105,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-LARGE,INE160A01022,PNB,PUNJAB NATIONAL BANK,81,106,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-LARGE,INE848E01016,NHPC,NHPC LIMITED,97,107,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-LARGE,INE115A01026,LICHSGFIN,LIC HOUSING FINANCE LTD.,89,111,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-LARGE,INE020B01018,RECLTD,RURAL ELECTRIFICATION CORPORATION LIMITED,88,114,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-LARGE,INE134E01011,PFC,POWER FINANCE CORPORATION LTD,83,118,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-LARGE,INE051B01021,VAKRANGEE,VAKRANGEE LIMITED,100,137,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-MID,INE371A01025,GRAPHITE,GRAPHITE INDIA LTD.,270,184,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-MID,INE018I01017,MINDTREE,MINDTREE  LIMITED,260,189,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-MID,INE010V01017,LTTS,L&T TECHNOLOGY SERVICES LIMITED,252,203,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-MID,INE545A01016,HEG,HEG LTD.,382,218,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-MID,INE093A01033,HEXAWARE,HEXAWARE TECHNOLOGIES LTD.,253,219,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-MID,INE855B01025,RAIN,RAIN INDUSTRIES LIMITED,281,230,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-MID,INE042A01014,ESCORTS,"ESCORTS LIMITED,",257,235,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-MID,INE182A01018,PFIZER,"PFIZER LTD.,",256,242,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-MID,INE886H01027,TV18BRDCST,TV18 BROADCAST LTD.,280,243,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-MID,INE836F01026,DISHTV,DISH TV INDIA LIMITED,259,244,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-MID,INE405E01023,MINDAIND,MINDA INDUSTRIES LTD.,272,247,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,PROMOTION-TO-MID,INE230A01023,EIHOTEL,EIH LTD,264,250,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE343H01029,SOLARINDS,SOLAR INDUSTRIES INDIA LIMITED,242,251,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE901L01018,APLLTD,ALEMBIC PHARMACEUTICALS LIMITED,230,253,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE105A01035,SUNCLAYLTD,"SUNDARAM CLAYTON LTD.,",223,254,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE332A01027,THOMASCOOK,"THOMAS COOK (INDIA) LTD.,",247,256,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE200A01026,GET&D,GE T&D INDIA LIMITED,225,257,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE176A01028,BATAINDIA,BATA INDIA LIMITED,241,259,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE069I01010,IBREALEST,INDIABULLS REAL ESTATE LIMITED,218,261,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE233B01017,BLUEDART,BLUE DART EXPRESS LTD.,221,262,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE522D01027,MANAPPURAM,MANAPPURAM FINANCE LIMITED,250,263,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE002S01010,MGL,MAHANAGAR GAS LIMITED,213,264,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE217B01036,KAJARIACER,KAJARIA CERAMICS LTD,208,265,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE538A01037,GUJFLUORO,GUJARAT FLUOROCHEMICALS LTD.,245,268,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE536H01010,MAHINDCIE,MAHINDRA CIE AUTOMOTIVE LIMITED,240,269,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE133A01011,AKZOINDIA,AKZO NOBEL INDIA LIMITED,248,272,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2017H2->2018H1,2018H1,2018,(none),fallback: panel has no 5th trading day in 07/2018,DEMOTION-FROM-MID,INE043D01016,IDFC,IDFC LIMITED,236,278,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 07/2018,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-LARGE,INE361B01024,DIVISLAB,DIVI'S LABORATORIES LTD.,104,77,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-LARGE,INE686F01025,UBL,UNITED BREWERIES LTD.,101,83,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-LARGE,INE761H01022,PAGEIND,PAGE INDUSTRIES LTD.,113,85,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-LARGE,INE214T01019,LTI,LARSEN & TOUBRO INFOTECH LIMITED,120,93,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-LARGE,INE463A01038,BERGEPAINT,BERGER PAINTS INDIA LTD,115,94,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-LARGE,INE264A01014,GSKCONS,GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD.,110,96,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-LARGE,INE274G01010,IBVENTURES,INDIABULLS VENTURES LIMITED,175,98,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-LARGE,INE066F01012,HAL,HINDUSTAN AERONAUTICS LIMITED,84,102,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-LARGE,INE465A01025,BHARATFORG,BHARAT FORGE LTD,90,104,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-LARGE,INE721A01013,SRTRANSFIN,"SHRIRAM TRANSPORT FINANCE CO. LTD.,",91,107,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-LARGE,INE424H01027,SUNTV,SUN TV NETWORK LIMITED,78,108,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-LARGE,INE674K01013,ABCAPITAL,ADITYA BIRLA CAPITAL LTD,86,109,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-LARGE,INE257A01026,BHEL,"BHARAT HEAVY ELECTRICALS LTD.,",94,110,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-LARGE,INE494B01023,TVSMOTOR,TVS MOTOR COMPANY LTD.,99,111,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-LARGE,INE263A01024,BEL,"BHARAT ELECTRONICS LTD.,",83,121,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-MID,INE176A01028,BATAINDIA,BATA INDIA LIMITED,259,194,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-MID,INE901L01018,APLLTD,ALEMBIC PHARMACEUTICALS LIMITED,253,211,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-MID,INE769A01020,AARTIIND,AARTI INDUSTRIES LTD,255,216,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-MID,INE343H01029,SOLARINDS,SOLAR INDUSTRIES INDIA LIMITED,251,229,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-MID,INE536H01010,MAHINDCIE,MAHINDRA CIE AUTOMOTIVE LIMITED,269,230,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-MID,INE100A01010,ATUL,"ATUL LIMITED.,",281,238,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-MID,INE571A01020,IPCALAB,IPCA LABORATORIES LTD.,280,239,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-MID,INE131B01039,RELAXO,RELAXO FOOTWEARS LTD.,283,240,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-MID,INE211B01039,PHOENIXLTD,"THE PHOENIX MILLS LTD.,",260,243,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-MID,INE538A01037,GUJFLUORO,GUJARAT FLUOROCHEMICALS LTD.,268,244,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-MID,INE640A01023,SKFINDIA,SKF INDIA LTD.,266,246,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-MID,INE513A01014,SCHAEFFLER,SCHAEFFLER INDIA LIMITED,267,247,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,PROMOTION-TO-MID,INE332A01027,THOMASCOOK,"THOMAS COOK (INDIA) LTD.,",256,248,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE917M01012,DBL,DILIP BUILDCON LIMITED,194,253,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE780C01023,JMFINANCIL,JM FINANCIAL LIMITED,221,254,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE811K01011,PRESTIGE,PRESTIGE ESTATES PROJECTS LIMITED,232,255,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE034A01011,ARVIND,"ARVIND LTD.,",238,256,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE232I01014,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,240,258,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE235A01022,FINCABLES,"FINOLEX CABLES LTD.,",241,259,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE013A01015,RELCAPITAL,RELIANCE CAPITAL LIMITED,224,260,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE001B01026,KRBL,KRBL LTD.,213,262,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE510A01028,ENGINERSIN,ENGINEERS INDIA LTD.,249,268,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE225D01027,SYMPHONY,SYMPHONY LIMITED,212,274,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE886H01027,TV18BRDCST,TV18 BROADCAST LTD.,243,285,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE855B01025,RAIN,RAIN INDUSTRIES LIMITED,230,304,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE871C01038,AVANTIFEED,AVANTI FEEDS LTD.,248,315,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE051B01021,VAKRANGEE,VAKRANGEE LIMITED,137,382,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H1->2018H2,2018H2,2019,(none),fallback: panel has no 5th trading day in 01/2019,DEMOTION-FROM-MID,INE785M01013,PCJEWELLER,PC JEWELLER LIMITED,211,442,MID,SMALL,E undatable: fallback: panel has no 5th trading day in 01/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,PROMOTION-TO-LARGE,INE160A01022,PNB,PUNJAB NATIONAL BANK,127,84,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,PROMOTION-TO-LARGE,INE008A01015,IDBI,IDBI BANK LTD.,116,87,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,PROMOTION-TO-LARGE,INE134E01011,PFC,POWER FINANCE CORPORATION LTD.,123,94,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,PROMOTION-TO-LARGE,INE685A01028,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,101,97,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,PROMOTION-TO-LARGE,INE117A01022,ABB,ABB INDIA LIMITED,105,98,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,PROMOTION-TO-LARGE,INE012A01025,ACC,ACC LTD.,103,100,MID,LARGE,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,DEMOTION-FROM-LARGE,INE498L01015,L&TFH,L&T FINANCE HOLDINGS LTD.,95,103,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,DEMOTION-FROM-LARGE,INE208A01029,ASHOKLEY,ASHOK LEYLAND LTD.,79,104,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,DEMOTION-FROM-LARGE,INE761H01022,PAGEIND,PAGE INDUSTRIES LTD.,85,109,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,DEMOTION-FROM-LARGE,INE883A01011,MRF,MRF LTD.,99,111,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,DEMOTION-FROM-LARGE,INE114A01011,SAIL,STEEL AUTHORITY OF INDIA LTD.,100,128,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,DEMOTION-FROM-LARGE,INE274G01010,IBVENTURES,INDIABULLS VENTURES LTD.,98,151,LARGE,MID,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,PROMOTION-TO-MID,INE112A01023,CORPBANK,CORPORATION BANK,344,216,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,PROMOTION-TO-MID,INE428A01015,ALBK,ALLAHABAD BANK,348,219,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,PROMOTION-TO-MID,INE061F01013,FORTIS,FORTIS HEALTHCARE LTD.,280,223,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
2018H2->2019H1,2019H1,2019,(none),fallback: panel has no 5th trading day in 07/2019,PROMOTION-TO-MID,INE141A01014,ORIENTBANK,ORIENTAL BANK OF COMMERCE,342,224,SMALL,MID,E undatable: fallback: panel has no 5th trading day in 07/2019,,,,,,,,,,,,
