transition,pub_period,pub_year,review_date,E_source,cell,isin,symbol,company_name,prev_rank,cur_rank,prev_category,category,drop_reason,qty,entry_open,exit_open,gross_ret,net_ret,cost_frac,fees,bench_ret,ar_net,ar_gross,pre_ar_20d,pre_ar_60d
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE531A01024,KANSAINER,KANSAI NEROLAC PAINTS,98,106,LARGE,MID,,84.0,295.8333333333333,289.3333333333333,-0.021971830985915486,-0.028711540274091174,0.006739709288175688,70.60073936279198,0.08867927363227968,-0.11739081390637085,-0.11065110461819516,-0.022475180768485092,-0.45087089604665986
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE020B01018,RECLTD,REC LIMITED,95,110,LARGE,MID,,304.0,81.9,76.0875,-0.07097069597069594,-0.07746300667397454,0.006492310703278603,69.44384087588399,0.08867927363227968,-0.16614228030625422,-0.15964996960297562,-0.05486712048293918,-0.33757197512035386
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE117A01022,ABB,ABB INDIA LIMITED,96,111,LARGE,MID,,25.0,968.0,910.0,-0.05991735537190079,-0.06648360616599036,0.006566250794089568,68.2210757554,0.08867927363227968,-0.15516287979827004,-0.14859662900418047,-0.039375471741744494,-0.5693532769827916
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE881D01027,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED,99,114,LARGE,MID,,8.0,2899.0,2967.0,0.023456364263539253,0.016442681904468293,0.007013682359070961,68.042643914112,0.08867927363227968,-0.07223659172781138,-0.06522290936874042,-0.05845983103213759,-0.23116430779735353
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE256A01028,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,88,133,LARGE,MID,,137.0,181.0,144.6,-0.2011049723756907,-0.2069460653009758,0.0058410929252851185,65.8904644308336,0.08867927363227968,-0.2956253389332555,-0.28978424600797037,-0.27956343185835464,-0.3646334443857211
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE042A01014,ESCORTS,"ESCORTS LIMITED,",271,217,SMALL,MID,,22.0,1106.0,1125.3,0.01745027124773957,0.010498881274911831,0.006951389972827737,70.45310326048079,0.08867927363227968,-0.07818039235736784,-0.07122900238454011,-0.0399987336925387,0.012939701120460834
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE483A01010,CENTRALBK,CENTRAL BANK OF INDIA,254,226,SMALL,MID,,1425.0,17.5,17.75,0.014285714285714235,0.007366088066414589,0.006919626219299646,71.728295201475,0.08867927363227968,-0.08131318556586509,-0.07439355934656544,-0.11547375269329851,-0.19284994837862257
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE974X01010,TIINDIA,TUBE INVESTMENTS OF INDIA LTD,259,235,SMALL,MID,,56.0,444.95,505.1,0.13518372850882132,0.12765617854295574,0.0075275499658655765,74.79819894548322,0.08867927363227968,0.03897690491067607,0.046504454876541645,-0.004637717719332635,-0.03557368098120439
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE700A01033,JUBILANT,JUBILANT LIFE SCIENCES LIMITED,257,239,SMALL,MID,,36.0,677.8,840.0,0.23930362938920036,0.2312394670513127,0.008064162337887648,76.2055563990816,0.08867927363227968,0.14256019341903303,0.15062435575692068,0.010472077632093901,0.4947501549538498
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE112L01020,METROPOLIS,METROPOLIS HEALTHCARE LIMITED,289,240,SMALL,MID,,71.0,349.975,410.175,0.17201228659189938,0.16429793496235545,0.007714351629543925,75.58162091006159,0.08867927363227968,0.07561866133007578,0.0833330129596197,-0.19897661346888673,-0.5649653217374198
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE248A01017,ITI,ITI LIMITED (INDIAN TELEPH.IND.LTD),260,241,SMALL,MID,,189.0,131.95,135.25,0.025009473285335426,0.01803599661310873,0.006973476672226697,72.00721345748761,0.08867927363227968,-0.07064327701917095,-0.06366980034694425,0.4244187110999542,0.6490705078623631
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE690A01010,TTKPRESTIG,TTK PRESTIGE LTD.,251,243,SMALL,MID,,45.0,552.1,559.9,0.014127875384893906,0.00720665573964463,0.006921219645249277,71.516149959348,0.08867927363227968,-0.08147261789263505,-0.07455139824738577,-0.09463878945653903,-0.47067037361984854
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE780C01023,JMFINANCIL,JM FINANCIAL LIMITED,279,248,SMALL,MID,,332.0,75.0,74.1,-0.012000000000000122,-0.018788524145278207,0.006788524145278085,70.9675197198576,0.08867927363227968,-0.10746779777755788,-0.1006792736322798,-0.12350652213685631,-0.46687159436205494
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE722A01011,SHRIRAMCIT,SHRIRAM-CITY UNION FINANCE LTD.,235,257,MID,SMALL,,36.0,680.7,658.45,-0.032686939914793545,-0.039381817194107493,0.006694877279313949,69.57062531845202,0.08867927363227968,-0.12806109082638717,-0.12136621354707322,-0.195375224181208,-0.6592582838647159
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE551W01018,UJJIVANSFB,UJJIVAN SMALL FINANCE BANK LIMITED,227,260,MID,SMALL,,649.0,38.4,33.25,-0.13411458333333326,-0.14028903756479882,0.006174454231465565,67.8680331320422,0.08867927363227968,-0.2289683111970785,-0.22279385696561294,-0.16034554756509345,-0.524259670349116
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE103A01014,MRPL,MANGALORE REFINERY & PETROCHEMICALS,241,271,MID,SMALL,,658.0,37.9,35.05,-0.07519788918205805,-0.08166792245672161,0.006470033274663556,69.42208577783559,0.08867927363227968,-0.17034719608900128,-0.16387716281433773,-0.0680093652289111,-0.10475612163630754
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE532F01054,EDELWEISS,EDELWEISS FINANCIAL SERVICES LTD.,203,277,MID,SMALL,,429.0,58.1,80.5,0.3855421686746987,0.376756988642198,0.008785180032500728,81.2696732596608,0.08867927363227968,0.2880777150099183,0.29686289504241903,0.07699469839584205,-0.08159737395435762
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE230A01023,EIHOTEL,EIH LTD,233,284,MID,SMALL,,365.0,68.3,65.55,-0.04026354319180092,-0.04690931277941113,0.006645769587610206,70.304064360195,0.08867927363227968,-0.1355885864116908,-0.1289428168240806,-0.3092147942604271,-0.7003329415759015
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE452O01016,FLFL,FUTURE LIFESTYLE FASHIONS LIMITED,247,296,MID,SMALL,,184.0,135.3,116.4,-0.13968957871396903,-0.14583670006992167,0.006147121355952634,67.6694832118752,0.08867927363227968,-0.23451597370220134,-0.2283688523462487,-0.23459102885975514,-0.1673646840700913
2019H2->2020H1,2020H1,2020,2020-07-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE572E01012,PNBHOUSING,PNB HOUSING FINANCE LIMITED,219,303,MID,SMALL,,116.0,215.0,211.1,-0.018139534883720998,-0.024896189330036234,0.006756654446315236,70.8975838148848,0.08867927363227968,-0.11357546296231591,-0.10681880851600067,-0.12066671417572095,-0.38135096281948666
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-LARGE,INE528G01035,YESBANK,Yes Bank Ltd.,107,87,MID,LARGE,,1370.0,18.2,17.15,-0.05769230769230771,-0.06425039823654233,0.006558090544234618,69.864468489202,0.058079706341307435,-0.12233010457784976,-0.11577201403361514,-0.14367984078184148,-0.12492691779688703
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-LARGE,INE423A01024,ADANIENT,Adani Enterprises Ltd.,126,90,MID,LARGE,,47.0,523.0,605.4,0.15755258126195026,0.149903921185224,0.007648660076726266,74.5725367726944,0.058079706341307435,0.09182421484391656,0.09947287492064283,-0.053054652199378216,0.06422171135174204
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-LARGE,INE603J01030,PIIND,PI Industries Limited,121,95,MID,LARGE,,11.0,2197.0,2254.0,0.025944469731451925,0.01894594301864294,0.006998526712808983,70.29566185859599,0.058079706341307435,-0.039133763322664494,-0.03213523660985551,-0.18732309347784848,-0.3997739098852586
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-LARGE,INE797F01012,JUBLFOOD,Jubilant Foodworks Limited,112,99,MID,LARGE,,43.0,580.0,554.0,-0.04482758620689653,-0.051450157072115976,0.006622570865219446,70.20925121333599,0.058079706341307435,-0.10952986341342341,-0.10290729254820397,-0.04941061631515686,-0.2766005855995872
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-LARGE,INE066F01012,HAL,Hindustan Aeronautics Limited,115,100,MID,LARGE,,53.0,466.05,510.5,0.09537603261452632,0.0880428870131329,0.00733314560139342,73.2697298248558,0.058079706341307435,0.029963180671825462,0.03729632627321888,-0.04866568080291378,-0.2866762570310133
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE584A01023,NMDC,NMDC Ltd,95,101,LARGE,MID,,577.0,43.166666666666664,38.666666666666664,-0.10424710424710426,-0.11057198550986413,0.006324881262759874,68.60727483528466,0.058079706341307435,-0.16865169185117157,-0.1623268105884117,0.020885611386634695,0.03945727934909793
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE883A01011,MRF,"M.R.F. Ltd.,",97,103,LARGE,MID,"notional Rs25,000 buys <1 share at Rs77,935.56",,,,,,,,,,,,
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE686F01025,UBL,United Breweries Ltd.,94,109,LARGE,MID,,19.0,1253.0,1280.9,0.02226656025538709,0.015276564036634799,0.006989996218752292,69.3952616597948,0.058079706341307435,-0.04280314230467264,-0.035813146085920344,-0.04277047189730143,-0.2665894696887692
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE111A01025,CONCOR,Container Corporation Of India Ltd.,100,121,LARGE,MID,,71.0,349.56,376.16,0.07609566311935012,0.06886244712006406,0.007233215999286058,73.04905081827279,0.058079706341307435,0.010782740778756628,0.018015956778042685,-0.0645367245075461,-0.3288924343378161
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE481Y01014,GICRE,General Insurance Corporation of India,90,122,LARGE,MID,,176.0,141.3,138.45,-0.02016985138004257,-0.026918130360825465,0.006748278980782896,70.6884435179232,0.058079706341307435,-0.0849978367021329,-0.07824955772135,-0.16598359301531374,-0.3707317731409503
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE028A01039,BANKBARODA,Bank Of Baroda,91,129,LARGE,MID,,372.0,67.0,83.5,0.24626865671641784,0.238183178446284,0.008085478270133839,77.677505325624,0.058079706341307435,0.18010347210497657,0.1881889503751104,-0.15356075321027196,-0.005967048837018041
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE933S01016,INDIAMART,IndiaMART InterMESH Limited,262,204,SMALL,MID,,6.0,3782.5,4935.975,0.30495042961004626,0.2965074795013334,0.008442950108712877,73.5325782226758,0.058079706341307435,0.23842777316002595,0.24687072326873882,0.21805384523045568,-0.07515328864825799
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE935N01012,DIXON,Dixon Technologies (India) Limited,295,221,SMALL,MID,,7.0,3228.8,3308.8,0.024777006937561907,0.01773878277044938,0.007038224167112528,66.74687759008,0.058079706341307435,-0.040340923570858056,-0.03330269940374553,0.12563085543891894,0.2589174008300401
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE048G01026,NAVINFLUOR,Navin Fluorine International Limited,258,222,SMALL,MID,,8.0,2821.75,2501.35,-0.11354655798706481,-0.11989069001510433,0.0063441320280395175,63.455661273766395,0.058079706341307435,-0.17797039635641176,-0.17162626432837225,-0.047168752032515915,-0.10367979570974417
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE203A01020,ASTRAZEN,AstraZeneca Pharma India Ltd.,252,228,SMALL,MID,,5.0,4391.0,3908.55,-0.10987246640856296,-0.11625491368726171,0.006382447278698744,62.235883263837,0.058079706341307435,-0.17433462002856914,-0.1679521727498704,-0.1759293156183751,-0.46190725583815273
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE288B01029,DEEPAKNTR,Deepak Nitrite Limited,275,230,SMALL,MID,,22.0,1086.0,1015.0,-0.06537753222836096,-0.07192481949469642,0.006547287266335466,67.420642942024,0.058079706341307435,-0.13000452583600386,-0.12345723856966839,0.09659198821396053,-0.15352582225920863
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE050A01025,BBTC,"Bombay Burmah Trading Corpn. Ltd.,",253,242,SMALL,MID,,19.0,1296.0,1260.0,-0.02777777777777779,-0.03449418918097735,0.0067164114031995625,69.955684221168,0.058079706341307435,-0.09257389552228479,-0.08585748411908523,-0.15367419715144803,-0.48121673607274107
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE03QK01018,SUVENPHAR,SUVEN PHARMACEUTICALS LIMITED,341,244,SMALL,MID,,53.0,465.5,497.0,0.06766917293233088,0.060474469041513323,0.007194703890817555,72.49514531638599,0.058079706341307435,0.002394762700205888,0.009589466591023443,-0.009033024289896607,-0.27573071170412944
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE199A01012,PGHL,PROCTER & GAMBLE HEALTH LIMITED,254,245,SMALL,MID,,3.0,6910.55,7172.25,0.037869634110164974,0.03070218509560929,0.007167449014555682,62.8232304513348,0.058079706341307435,-0.027377521245698144,-0.020210072231142462,-0.09851271341416123,-0.20503205075916298
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE101D01020,GRANULES,Granules India Ltd.,331,248,SMALL,MID,,67.0,369.0,339.5,-0.07994579945799463,-0.0863975278504342,0.006451728392439571,68.839093208378,0.058079706341307435,-0.14447723419174163,-0.13802550579930206,-0.19824745480416284,-0.5574316339895465
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE262H01013,PERSISTENT,Persistent Systems Limited,308,250,SMALL,MID,,32.0,766.5,857.0,0.11806914546640579,0.1106174567966558,0.0074516886697499896,73.44456973100799,0.058079706341307435,0.052537750455348364,0.059989439125098354,0.17547338735526052,-0.32590513974607815
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE148I01020,IBULHSGFIN,INDIABULLS HOUSING FINANCE LIMITED,229,251,MID,SMALL,,99.0,250.0,217.25,-0.131,-0.13719452519845154,0.006194525198451539,67.590127658997,0.058079706341307435,-0.19527423153975898,-0.18907970634130744,-0.033228671968374535,-0.10340033117596081
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE217B01036,KAJARIACER,Kajaria Ceramics Ltd,249,254,MID,SMALL,,34.0,728.0,910.0,0.25,0.24189134257103828,0.008108657428961719,77.34689965902402,0.058079706341307435,0.18381163622973085,0.19192029365869256,-0.07032542210077097,-0.16607313694254433
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE438A01022,APOLLOTYRE,Apollo Tyres Ltd,250,257,MID,SMALL,,128.0,194.0,242.5,0.25,0.2418934118357201,0.008106588164279893,77.545402889984,0.058079706341307435,0.18381370549441267,0.19192029365869256,-0.14147188821894852,-0.1392864844250563
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE690A01010,TTKPRESTIG,TTK Prestige Ltd.,243,258,MID,SMALL,,40.0,619.0,607.99,-0.017786752827140484,-0.024549813873765536,0.006763061046625052,70.50989829746081,0.058079706341307435,-0.08262952021507297,-0.07586645916844792,-0.0633471974284101,-0.4693781297538875
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE149A01033,CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,242,260,MID,SMALL,,42.0,593.7,559.0,-0.05844702711807315,-0.06500129007366817,0.006554262955595025,69.8480348399448,0.058079706341307435,-0.12308099641497561,-0.11652673345938058,-0.039061434503953496,-0.08335335080163331
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE486A01013,CESC,"CESC Limited,",236,261,MID,SMALL,,399.0,62.5,61.2,-0.02079999999999993,-0.027543351894893098,0.006743351894893168,70.82346255465241,0.058079706341307435,-0.08562305823620053,-0.07887970634130737,-0.1323388285808107,-0.47018926116466697
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE640A01023,SKFINDIA,SKF India Ltd.,231,262,MID,SMALL,,13.0,1885.0,2077.0,0.10185676392572951,0.09448591961085762,0.007370844314871894,72.979785015808,0.058079706341307435,0.03640621326955018,0.043777057584422074,-0.08677344808777754,-0.31031857016967157
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE780C01023,JMFINANCIL,JM Financial Limited,248,264,MID,SMALL,,263.0,94.65,85.25,-0.09931325937665092,-0.10566329333571778,0.006350033959066859,68.7042199970344,0.058079706341307435,-0.1637429996770252,-0.15739296571795836,-0.048217110059608714,-0.38472441196938134
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE951I01027,VGUARD,V-Guard Industries Ltd.,234,268,MID,SMALL,,115.0,216.7,244.4,0.1278264882325797,0.12033598630698905,0.007490501925590642,74.616387343154,0.058079706341307435,0.062256279965681616,0.06974678189127226,-0.03604313857033947,-0.2607888483608045
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE191H01014,PVR,PVR Ltd.,245,284,MID,SMALL,,17.0,1455.0,1510.0,0.037800687285223455,0.03075770011271639,0.007042987172507065,71.87670428738,0.058079706341307435,-0.027322006228591045,-0.02027901905608398,-0.1265668397266655,-0.4068155717785644
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE225D01027,SYMPHONY,Symphony Limited,244,300,MID,SMALL,,23.0,1055.0,1005.8,-0.046635071090047386,-0.05326629366961877,0.006631222579571383,68.6948291250832,0.058079706341307435,-0.1113460000109262,-0.10471477743135482,0.03926010771496613,-0.30889497676494604
2020H1->2020H2,2020H2,2021,2021-01-07,FALLBACK(5th trading day),DEMOTION-FROM-MID,INE752P01024,FRETAIL,Future Retail Ltd.,212,334,MID,SMALL,,330.0,75.45,74.3,-0.015241882041086896,-0.02201415709459198,0.0067722750535050835,70.88072940053401,0.058079706341307435,-0.08009386343589942,-0.07332158838239433,-0.14613491994924954,-0.5089096017795712
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),PROMOTION-TO-LARGE,INE399L01023,ATGL,ADANI TOTAL GAS LIMITED,120,40,MID,LARGE,no open price on entry and/or exit day,,,,,,,,,,,,
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),PROMOTION-TO-LARGE,INE584A01023,NMDC,NMDC Ltd,101,86,MID,LARGE,,445.0,56.016666666666666,60.166666666666664,0.07408509372210648,0.06686477123883972,0.007220322483266761,73.24728831543568,0.09811749973560513,-0.031252728496765414,-0.024032406013498653,-0.1866695340662603,-0.35976361327373385
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),PROMOTION-TO-LARGE,INE437A01024,APOLLOHOSP,"Apollo Hospitals Enterprises Ltd.,",107,88,MID,LARGE,,6.0,3700.0,4089.8,0.10535135135135132,0.09789558843043356,0.007455762920917763,67.6937727180624,0.09811749973560513,-0.00022191130517157376,0.00723385161574619,0.01771871088975563,-0.3246842769410003
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),PROMOTION-TO-LARGE,INE121A01024,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,133,89,MID,LARGE,,47.0,522.5,536.0,0.02583732057416266,0.018849792924942932,0.006987527649219727,71.171402666206,0.09811749973560513,-0.0792677068106622,-0.07228017916144247,-0.1953632303314058,-0.5736353781176836
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),PROMOTION-TO-LARGE,INE114A01011,SAIL,"Steel Authority of India Ltd.,",169,94,MID,LARGE,,193.0,129.0,143.35,0.11124031007751944,0.10383253669778703,0.0074077733797324186,74.1339965028634,0.09811749973560513,0.005715036962181896,0.013122810341914315,-0.10244422697461242,-0.23263468259907372
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),PROMOTION-TO-LARGE,INE028A01039,BANKBARODA,Bank Of Baroda,129,98,MID,LARGE,,290.0,86.0,82.35,-0.04244186046511633,-0.049076417467768474,0.006634557002652142,70.27078334944198,0.09811749973560513,-0.1471939172033736,-0.14055936020072146,-0.0843521866822956,-0.3435419620983309
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),PROMOTION-TO-LARGE,INE671A01010,HONAUT,Honeywell Automation India Ltd.,104,100,MID,LARGE,"notional Rs25,000 buys <1 share at Rs41,734.30",,,,,,,,,,,,
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE603J01030,PIIND,PI Industries Limited,95,101,LARGE,MID,,8.0,3008.0,3201.4,0.06429521276595751,0.05710119212632492,0.007194020639632592,71.0183464974656,0.09811749973560513,-0.04101630760928021,-0.03382228696964762,-0.062337813399691466,-0.32316792196952226
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE094A01015,HINDPETRO,Hindustan Petroleum Corporation Ltd,94,104,LARGE,MID,,131.0,190.0,180.0,-0.052631578947368474,-0.059216222281516684,0.00658464333414821,69.89955613212,0.09811749973560513,-0.1573337220171218,-0.1507490786829736,-0.10323016774233817,-0.22172609959746747
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE203G01027,IGL,Indraprashtha Gas Ltd.,98,105,LARGE,MID,,88.0,282.0,270.0,-0.04255319148936165,-0.049190374388445535,0.006637182899083882,69.997747485312,0.09811749973560513,-0.14730787412405066,-0.14067069122496678,-0.054963445275992395,-0.44669521527610256
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE347G01014,PETRONET,PETRONET LNG LTD.,84,106,LARGE,MID,,110.0,224.9,218.0,-0.030680302356602906,-0.03737912989999104,0.006698827543388131,70.13373918506801,0.09811749973560513,-0.13549662963559617,-0.12879780209220804,-0.18075522622636386,-0.5297687124833562
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE540L01014,ALKEM,Alkem Laboratories Limited,92,112,LARGE,MID,,7.0,3311.0,3410.0,0.029900332225913706,0.02285383103953187,0.007046501186381837,68.163391512764,0.09811749973560513,-0.07526366869607326,-0.06821716750969142,-0.06835174691188595,-0.28173887131537945
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE066F01012,HAL,Hindustan Aeronautics Limited,100,117,LARGE,MID,,45.0,552.25,544.725,-0.013626075147125327,-0.02040768221194811,0.006781607064822781,70.8179753948085,0.09811749973560513,-0.11852518194755324,-0.11174357488273046,-0.07402896473239018,-0.4048869957599539
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),DEMOTION-FROM-LARGE,INE358A01014,,Abbott India Ltd.,88,127,LARGE,MID,no NSE symbol in AMFI list (BSE-only),,,,,,,,,,,,
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE670A01012,TATAELXSI,Tata Elxsi Ltd,255,193,SMALL,MID,,5.0,4268.0,4264.0,-0.0009372071227741197,-0.00788782531511667,0.00695061819234255,63.34284460904,0.09811749973560513,-0.1060053250507218,-0.09905470685837925,0.03659339070270118,-0.02505436317336973
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE702C01027,APLAPOLLO,APL Apollo Tubes Limited,282,219,SMALL,MID,,31.0,802.0,858.5,0.07044887780548637,0.06324514593356434,0.007203731871922026,73.003380163322,0.09811749973560513,-0.03487235380204079,-0.027668621930118764,0.043528533595779795,-0.2482197780599309
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE217B01036,KAJARIACER,Kajaria Ceramics Ltd,254,228,SMALL,MID,,25.0,989.8,1020.0,0.030511214386744756,0.023505110039821808,0.007006104346922948,71.71278416874,0.09811749973560513,-0.07461238969578332,-0.06760628534886037,-0.12868654892465337,-0.4926784114800118
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE457A01014,MAHABANK,Bank of maharashtra,266,230,SMALL,MID,,986.0,25.3,20.45,-0.191699604743083,-0.19758412690448246,0.0058845221613994525,66.4329011597092,0.09811749973560513,-0.2957016266400876,-0.28981710447868814,-0.15289188218748018,-0.31850591730751776
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE438A01022,APOLLOTYRE,Apollo Tyres Ltd,257,231,SMALL,MID,,108.0,231.0,223.4,-0.032900432900432874,-0.03958272262848839,0.006682289728055513,70.5343836638016,0.09811749973560513,-0.13770022236409352,-0.131017932636038,-0.13846483982651803,-0.47758579191423567
2020H2->2021H1,2021H1,2021,2021-07-07,FALLBACK(5th trading day),PROMOTION-TO-MID,INE562A01011,INDIANB,Indian Bank,270,232,SMALL,MID,,180.0,138.0,137.0,-0.007246376811594235,-0.014060325887731762,0.0068139490761375265,70.95701204136,0.09811749973560513,-0.11217782562333689,-0.10536387654719936,-0.1164251594243274,-0.26831796804508623
